elapsed_seconds,timestamp,index,name,gpu_util_percent,mem_util_percent,mem_used_mib,mem_total_mib,power_w,temp_c
58.085481,2026/05/30 15:31:44.175,0,NVIDIA B200,98,30,17742,183359,788.47,45
59.119377,2026/05/30 15:31:45.203,0,NVIDIA B200,98,30,17742,183359,787.94,45
60.146489,2026/05/30 15:31:46.236,0,NVIDIA B200,98,29,17742,183359,793.42,45
61.166549,2026/05/30 15:31:47.259,0,NVIDIA B200,98,29,17742,183359,793.68,44
62.196649,2026/05/30 15:31:48.286,0,NVIDIA B200,99,27,17742,183359,803.90,45
63.228164,2026/05/30 15:31:49.316,0,NVIDIA B200,99,27,17742,183359,809.98,45
64.274902,2026/05/30 15:31:50.357,0,NVIDIA B200,99,30,17742,183359,802.39,45
65.301701,2026/05/30 15:31:51.392,0,NVIDIA B200,98,30,17742,183359,786.18,45
66.329643,2026/05/30 15:31:52.419,0,NVIDIA B200,99,30,17742,183359,788.31,45
67.358355,2026/05/30 15:31:53.447,0,NVIDIA B200,98,29,17742,183359,784.67,44
68.386783,2026/05/30 15:31:54.475,0,NVIDIA B200,98,31,17742,183359,786.32,45
69.417404,2026/05/30 15:31:55.506,0,NVIDIA B200,98,29,17742,183359,793.17,45
70.445207,2026/05/30 15:31:56.534,0,NVIDIA B200,98,30,17742,183359,786.28,45
71.475047,2026/05/30 15:31:57.565,0,NVIDIA B200,99,30,17742,183359,789.38,45
72.504183,2026/05/30 15:31:58.593,0,NVIDIA B200,98,29,17742,183359,785.11,45
73.622723,2026/05/30 15:31:59.677,0,NVIDIA B200,99,29,17742,183359,786.61,45
74.814542,2026/05/30 15:32:00.820,0,NVIDIA B200,98,28,17742,183359,787.43,45
75.842074,2026/05/30 15:32:01.932,0,NVIDIA B200,99,31,17742,183359,787.50,45
76.872145,2026/05/30 15:32:02.960,0,NVIDIA B200,99,27,17742,183359,807.60,45
77.899515,2026/05/30 15:32:03.990,0,NVIDIA B200,99,28,17742,183359,810.24,46
78.928125,2026/05/30 15:32:05.016,0,NVIDIA B200,98,27,17742,183359,795.57,46
79.952890,2026/05/30 15:32:06.044,0,NVIDIA B200,99,31,17742,183359,786.98,45
80.977163,2026/05/30 15:32:07.067,0,NVIDIA B200,98,30,17742,183359,789.31,45
82.001991,2026/05/30 15:32:08.092,0,NVIDIA B200,98,30,17742,183359,788.28,45
83.024801,2026/05/30 15:32:09.117,0,NVIDIA B200,98,30,17742,183359,789.72,45
84.056132,2026/05/30 15:32:10.138,0,NVIDIA B200,98,27,17742,183359,791.33,44
85.078124,2026/05/30 15:32:11.170,0,NVIDIA B200,99,30,17742,183359,791.65,45
86.105223,2026/05/30 15:32:12.192,0,NVIDIA B200,98,29,17742,183359,789.26,45
87.126826,2026/05/30 15:32:13.218,0,NVIDIA B200,99,29,17742,183359,787.71,45
88.146553,2026/05/30 15:32:14.239,0,NVIDIA B200,98,30,17742,183359,786.80,44
89.184087,2026/05/30 15:32:15.260,0,NVIDIA B200,98,30,17742,183359,795.43,44
90.215766,2026/05/30 15:32:16.301,0,NVIDIA B200,98,28,17742,183359,799.48,45
91.237992,2026/05/30 15:32:17.330,0,NVIDIA B200,99,28,17742,183359,806.02,46
92.261651,2026/05/30 15:32:18.353,0,NVIDIA B200,98,27,17742,183359,808.95,45
93.284429,2026/05/30 15:32:19.376,0,NVIDIA B200,98,30,17742,183359,791.64,45
94.307171,2026/05/30 15:32:20.398,0,NVIDIA B200,98,27,17742,183359,791.79,45
95.330235,2026/05/30 15:32:21.421,0,NVIDIA B200,98,28,17742,183359,797.01,45
96.352473,2026/05/30 15:32:22.443,0,NVIDIA B200,99,30,17742,183359,789.49,45
97.407082,2026/05/30 15:32:23.497,0,NVIDIA B200,98,30,17742,183359,786.59,45
98.427196,2026/05/30 15:32:24.520,0,NVIDIA B200,98,30,17742,183359,786.16,45
99.448286,2026/05/30 15:32:25.540,0,NVIDIA B200,98,30,17742,183359,794.70,45
100.472175,2026/05/30 15:32:26.563,0,NVIDIA B200,98,28,17742,183359,794.83,44
101.600933,2026/05/30 15:32:27.634,0,NVIDIA B200,98,27,17742,183359,789.99,45
102.655728,2026/05/30 15:32:28.717,0,NVIDIA B200,98,29,17742,183359,787.31,46
103.696515,2026/05/30 15:32:29.786,0,NVIDIA B200,99,31,17742,183359,784.36,45
