timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/05/28 20:45:50.767, 95 %, 57 %, 3330 MiB, 8192 MiB, 102.27 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:45:51.856, 93 %, 59 %, 3330 MiB, 8192 MiB, 101.14 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:45:52.945, 92 %, 60 %, 3330 MiB, 8192 MiB, 100.95 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:45:53.973, 93 %, 60 %, 3330 MiB, 8192 MiB, 102.25 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:45:54.977, 94 %, 60 %, 3330 MiB, 8192 MiB, 102.15 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:45:56.048, 96 %, 60 %, 3330 MiB, 8192 MiB, 102.20 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:45:57.142, 94 %, 59 %, 3330 MiB, 8192 MiB, 101.46 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:45:58.233, 97 %, 61 %, 3330 MiB, 8192 MiB, 101.57 W, 86, 1515 MHz, 7000 MHz
2026/05/28 20:45:59.322, 96 %, 61 %, 3330 MiB, 8192 MiB, 100.98 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:46:00.413, 95 %, 58 %, 3330 MiB, 8192 MiB, 101.18 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:46:01.502, 97 %, 59 %, 3330 MiB, 8192 MiB, 101.27 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:46:02.507, 95 %, 60 %, 3330 MiB, 8192 MiB, 99.77 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:46:03.512, 96 %, 61 %, 3330 MiB, 8192 MiB, 105.17 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:46:04.597, 97 %, 61 %, 3330 MiB, 8192 MiB, 108.73 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:46:05.688, 97 %, 62 %, 3330 MiB, 8192 MiB, 102.58 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:46:06.776, 96 %, 60 %, 3330 MiB, 8192 MiB, 99.96 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:46:07.864, 97 %, 60 %, 3330 MiB, 8192 MiB, 98.89 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:46:08.953, 94 %, 55 %, 3330 MiB, 8192 MiB, 95.20 W, 86, 1230 MHz, 7000 MHz
2026/05/28 20:46:10.039, 53 %, 31 %, 3330 MiB, 8192 MiB, 106.07 W, 85, 1380 MHz, 7000 MHz
2026/05/28 20:46:11.043, 96 %, 62 %, 3330 MiB, 8192 MiB, 105.33 W, 87, 1305 MHz, 7000 MHz
2026/05/28 20:46:12.071, 96 %, 59 %, 3330 MiB, 8192 MiB, 98.98 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:46:13.161, 96 %, 60 %, 3330 MiB, 8192 MiB, 98.00 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:46:14.257, 91 %, 57 %, 3330 MiB, 8192 MiB, 94.35 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:46:15.348, 96 %, 59 %, 3330 MiB, 8192 MiB, 96.24 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:46:16.444, 97 %, 60 %, 3330 MiB, 8192 MiB, 96.76 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:46:17.535, 97 %, 61 %, 3330 MiB, 8192 MiB, 87.05 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:46:18.576, 96 %, 58 %, 3330 MiB, 8192 MiB, 99.69 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:46:19.581, 96 %, 57 %, 3330 MiB, 8192 MiB, 99.74 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:46:20.640, 96 %, 59 %, 3330 MiB, 8192 MiB, 99.18 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:46:21.729, 97 %, 58 %, 3330 MiB, 8192 MiB, 101.05 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:46:20.922, 96 %, 58 %, 3330 MiB, 8192 MiB, 99.86 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:46:22.012, 98 %, 58 %, 3330 MiB, 8192 MiB, 101.66 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:46:23.099, 94 %, 59 %, 3330 MiB, 8192 MiB, 99.76 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:46:24.189, 94 %, 58 %, 3330 MiB, 8192 MiB, 104.24 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:46:25.278, 95 %, 60 %, 3330 MiB, 8192 MiB, 99.59 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:46:26.352, 93 %, 54 %, 3330 MiB, 8192 MiB, 97.80 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:46:27.356, 96 %, 60 %, 3330 MiB, 8192 MiB, 96.94 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:46:28.374, 97 %, 60 %, 3330 MiB, 8192 MiB, 97.31 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:46:29.463, 93 %, 59 %, 3330 MiB, 8192 MiB, 105.38 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:46:30.551, 94 %, 59 %, 3330 MiB, 8192 MiB, 95.37 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:46:31.641, 94 %, 60 %, 3330 MiB, 8192 MiB, 92.70 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:46:32.730, 96 %, 60 %, 3330 MiB, 8192 MiB, 97.50 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:46:33.819, 96 %, 60 %, 3330 MiB, 8192 MiB, 99.49 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:46:34.880, 97 %, 60 %, 3330 MiB, 8192 MiB, 102.27 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:46:35.885, 96 %, 60 %, 3330 MiB, 8192 MiB, 103.18 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:46:36.934, 96 %, 60 %, 3330 MiB, 8192 MiB, 98.86 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:46:38.023, 97 %, 58 %, 3330 MiB, 8192 MiB, 98.29 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:46:39.113, 97 %, 60 %, 3330 MiB, 8192 MiB, 97.04 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:46:40.201, 97 %, 59 %, 3330 MiB, 8192 MiB, 92.10 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:46:41.290, 95 %, 57 %, 3330 MiB, 8192 MiB, 90.67 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:46:42.379, 96 %, 58 %, 3330 MiB, 8192 MiB, 91.18 W, 86, 1185 MHz, 7000 MHz
2026/05/28 20:46:43.405, 96 %, 60 %, 3330 MiB, 8192 MiB, 94.71 W, 86, 1230 MHz, 7000 MHz
2026/05/28 20:46:44.409, 95 %, 60 %, 3330 MiB, 8192 MiB, 96.89 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:46:45.479, 94 %, 54 %, 3330 MiB, 8192 MiB, 99.00 W, 86, 1200 MHz, 7000 MHz
2026/05/28 20:46:46.574, 95 %, 60 %, 3330 MiB, 8192 MiB, 118.20 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:46:47.663, 96 %, 60 %, 3330 MiB, 8192 MiB, 102.16 W, 86, 1185 MHz, 7000 MHz
2026/05/28 20:46:48.752, 96 %, 58 %, 3330 MiB, 8192 MiB, 89.07 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:46:49.842, 96 %, 58 %, 3330 MiB, 8192 MiB, 92.33 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:46:50.924, 96 %, 57 %, 3330 MiB, 8192 MiB, 94.23 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:46:51.929, 97 %, 56 %, 3330 MiB, 8192 MiB, 93.21 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:46:52.942, 96 %, 57 %, 3330 MiB, 8192 MiB, 92.48 W, 86, 1155 MHz, 7000 MHz
2026/05/28 20:46:52.158, 94 %, 58 %, 3330 MiB, 8192 MiB, 87.48 W, 86, 1185 MHz, 7000 MHz
2026/05/28 20:46:53.248, 96 %, 57 %, 3330 MiB, 8192 MiB, 93.62 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:46:54.336, 95 %, 57 %, 3330 MiB, 8192 MiB, 97.15 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:46:55.427, 97 %, 58 %, 3330 MiB, 8192 MiB, 92.27 W, 86, 1230 MHz, 7000 MHz
2026/05/28 20:46:56.515, 93 %, 56 %, 3330 MiB, 8192 MiB, 85.62 W, 86, 1185 MHz, 7000 MHz
2026/05/28 20:46:57.604, 97 %, 58 %, 3330 MiB, 8192 MiB, 92.37 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:46:58.696, 95 %, 57 %, 3330 MiB, 8192 MiB, 97.39 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:46:59.721, 96 %, 57 %, 3330 MiB, 8192 MiB, 92.82 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:47:00.727, 95 %, 58 %, 3330 MiB, 8192 MiB, 92.28 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:47:01.781, 95 %, 60 %, 3330 MiB, 8192 MiB, 93.28 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:47:02.866, 93 %, 54 %, 3330 MiB, 8192 MiB, 95.52 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:47:03.948, 94 %, 60 %, 3330 MiB, 8192 MiB, 97.96 W, 87, 1290 MHz, 7000 MHz
2026/05/28 20:47:05.029, 96 %, 59 %, 3330 MiB, 8192 MiB, 97.69 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:47:06.109, 95 %, 59 %, 3330 MiB, 8192 MiB, 95.65 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:47:07.190, 96 %, 59 %, 3330 MiB, 8192 MiB, 99.89 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:47:08.223, 97 %, 61 %, 3330 MiB, 8192 MiB, 100.23 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:47:09.229, 95 %, 59 %, 3330 MiB, 8192 MiB, 177.38 W, 87, 1455 MHz, 7000 MHz
2026/05/28 20:47:10.308, 97 %, 52 %, 3330 MiB, 8192 MiB, 54.37 W, 85, 1110 MHz, 7000 MHz
2026/05/28 20:47:11.398, 97 %, 55 %, 3330 MiB, 8192 MiB, 99.83 W, 85, 1230 MHz, 7000 MHz
2026/05/28 20:47:12.487, 95 %, 57 %, 3330 MiB, 8192 MiB, 90.84 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:47:13.577, 96 %, 59 %, 3330 MiB, 8192 MiB, 92.61 W, 86, 1230 MHz, 7000 MHz
2026/05/28 20:47:14.664, 95 %, 59 %, 3330 MiB, 8192 MiB, 96.36 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:47:15.752, 95 %, 60 %, 3330 MiB, 8192 MiB, 96.82 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:47:16.797, 94 %, 58 %, 3330 MiB, 8192 MiB, 96.99 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:47:17.809, 96 %, 60 %, 3330 MiB, 8192 MiB, 96.56 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:47:18.898, 94 %, 59 %, 3330 MiB, 8192 MiB, 96.54 W, 86, 1500 MHz, 7000 MHz
2026/05/28 20:47:19.988, 96 %, 60 %, 3330 MiB, 8192 MiB, 95.88 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:47:21.076, 95 %, 59 %, 3330 MiB, 8192 MiB, 96.05 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:47:22.164, 95 %, 54 %, 3330 MiB, 8192 MiB, 96.06 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:47:23.251, 96 %, 59 %, 3330 MiB, 8192 MiB, 96.10 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:47:22.261, 98 %, 60 %, 3330 MiB, 8192 MiB, 96.59 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:47:23.265, 97 %, 59 %, 3330 MiB, 8192 MiB, 96.41 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:47:24.271, 96 %, 60 %, 3330 MiB, 8192 MiB, 96.82 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:47:25.277, 97 %, 61 %, 3330 MiB, 8192 MiB, 96.89 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:47:26.311, 97 %, 61 %, 3330 MiB, 8192 MiB, 98.46 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:47:27.382, 97 %, 61 %, 3330 MiB, 8192 MiB, 102.61 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:47:28.457, 96 %, 61 %, 3330 MiB, 8192 MiB, 102.08 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:47:29.528, 96 %, 62 %, 3330 MiB, 8192 MiB, 102.19 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:47:30.599, 94 %, 60 %, 3330 MiB, 8192 MiB, 101.56 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:47:31.670, 94 %, 61 %, 3330 MiB, 8192 MiB, 101.46 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:47:32.748, 94 %, 61 %, 3330 MiB, 8192 MiB, 101.28 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:47:33.782, 94 %, 60 %, 3330 MiB, 8192 MiB, 102.47 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:47:34.840, 89 %, 58 %, 3330 MiB, 8192 MiB, 102.03 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:47:35.931, 93 %, 60 %, 3330 MiB, 8192 MiB, 101.64 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:47:37.019, 93 %, 59 %, 3330 MiB, 8192 MiB, 102.57 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:47:38.108, 93 %, 57 %, 3330 MiB, 8192 MiB, 102.39 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:47:39.198, 95 %, 60 %, 3330 MiB, 8192 MiB, 100.95 W, 86, 1470 MHz, 7000 MHz
2026/05/28 20:47:40.286, 93 %, 60 %, 3330 MiB, 8192 MiB, 96.73 W, 86, 1500 MHz, 7000 MHz
2026/05/28 20:47:41.340, 93 %, 60 %, 3330 MiB, 8192 MiB, 103.61 W, 86, 1545 MHz, 7000 MHz
2026/05/28 20:47:42.344, 94 %, 60 %, 3330 MiB, 8192 MiB, 93.14 W, 86, 1515 MHz, 7000 MHz
2026/05/28 20:47:43.432, 95 %, 60 %, 3330 MiB, 8192 MiB, 95.53 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:47:44.520, 85 %, 54 %, 3330 MiB, 8192 MiB, 96.61 W, 86, 1455 MHz, 7000 MHz
2026/05/28 20:47:45.608, 97 %, 60 %, 3330 MiB, 8192 MiB, 98.28 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:47:46.697, 96 %, 58 %, 3330 MiB, 8192 MiB, 97.93 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:47:47.786, 94 %, 58 %, 3330 MiB, 8192 MiB, 97.62 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:47:48.870, 93 %, 57 %, 3330 MiB, 8192 MiB, 96.91 W, 85, 1230 MHz, 7000 MHz
2026/05/28 20:47:49.879, 96 %, 60 %, 3330 MiB, 8192 MiB, 96.06 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:47:50.902, 97 %, 59 %, 3330 MiB, 8192 MiB, 98.03 W, 86, 1230 MHz, 7000 MHz
2026/05/28 20:47:51.992, 93 %, 58 %, 3330 MiB, 8192 MiB, 113.85 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:47:53.082, 92 %, 60 %, 3330 MiB, 8192 MiB, 97.54 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:47:54.171, 95 %, 58 %, 3330 MiB, 8192 MiB, 89.64 W, 86, 1260 MHz, 7000 MHz
2026/05/28 20:47:53.513, 96 %, 58 %, 3330 MiB, 8192 MiB, 91.53 W, 86, 1395 MHz, 7000 MHz
2026/05/28 20:47:54.602, 91 %, 57 %, 3330 MiB, 8192 MiB, 92.37 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:47:55.693, 94 %, 54 %, 3330 MiB, 8192 MiB, 97.01 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:47:56.775, 97 %, 58 %, 3330 MiB, 8192 MiB, 94.26 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:47:57.781, 96 %, 58 %, 3330 MiB, 8192 MiB, 102.58 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:47:58.787, 96 %, 60 %, 3330 MiB, 8192 MiB, 99.32 W, 86, 1230 MHz, 7000 MHz
2026/05/28 20:47:59.859, 92 %, 59 %, 3330 MiB, 8192 MiB, 96.57 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:48:00.935, 92 %, 58 %, 3330 MiB, 8192 MiB, 96.76 W, 86, 1185 MHz, 7000 MHz
2026/05/28 20:48:02.017, 91 %, 57 %, 3330 MiB, 8192 MiB, 96.49 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:48:03.094, 97 %, 60 %, 3330 MiB, 8192 MiB, 97.01 W, 86, 1455 MHz, 7000 MHz
2026/05/28 20:48:04.171, 93 %, 57 %, 3330 MiB, 8192 MiB, 97.41 W, 86, 1440 MHz, 7000 MHz
2026/05/28 20:48:05.252, 95 %, 57 %, 3330 MiB, 8192 MiB, 96.53 W, 86, 1470 MHz, 7000 MHz
2026/05/28 20:48:06.294, 96 %, 58 %, 3330 MiB, 8192 MiB, 96.97 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:48:07.305, 94 %, 57 %, 3330 MiB, 8192 MiB, 97.12 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:48:08.397, 94 %, 60 %, 3330 MiB, 8192 MiB, 97.14 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:48:09.485, 94 %, 59 %, 3330 MiB, 8192 MiB, 97.72 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:48:10.574, 95 %, 61 %, 3330 MiB, 8192 MiB, 102.80 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:48:11.665, 94 %, 61 %, 3330 MiB, 8192 MiB, 102.56 W, 86, 1500 MHz, 7000 MHz
2026/05/28 20:48:12.754, 95 %, 61 %, 3330 MiB, 8192 MiB, 102.39 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:48:13.842, 96 %, 62 %, 3330 MiB, 8192 MiB, 102.00 W, 86, 1500 MHz, 7000 MHz
2026/05/28 20:48:14.904, 94 %, 56 %, 3330 MiB, 8192 MiB, 102.10 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:48:15.928, 96 %, 61 %, 3330 MiB, 8192 MiB, 102.40 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:48:17.018, 96 %, 60 %, 3330 MiB, 8192 MiB, 102.64 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:48:18.107, 95 %, 61 %, 3330 MiB, 8192 MiB, 102.29 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:48:19.196, 96 %, 61 %, 3330 MiB, 8192 MiB, 101.94 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:48:20.285, 95 %, 60 %, 3330 MiB, 8192 MiB, 102.58 W, 86, 1380 MHz, 7000 MHz
2026/05/28 20:48:21.376, 96 %, 61 %, 3330 MiB, 8192 MiB, 102.43 W, 86, 1455 MHz, 7000 MHz
2026/05/28 20:48:22.464, 95 %, 61 %, 3330 MiB, 8192 MiB, 102.57 W, 86, 1485 MHz, 7000 MHz
2026/05/28 20:48:23.553, 93 %, 60 %, 3330 MiB, 8192 MiB, 102.73 W, 86, 1575 MHz, 7000 MHz
2026/05/28 20:48:24.618, 95 %, 61 %, 3330 MiB, 8192 MiB, 102.30 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:48:23.649, 96 %, 61 %, 3330 MiB, 8192 MiB, 102.37 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:48:24.725, 95 %, 62 %, 3330 MiB, 8192 MiB, 102.62 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:48:25.802, 95 %, 62 %, 3330 MiB, 8192 MiB, 102.59 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:48:26.882, 96 %, 62 %, 3330 MiB, 8192 MiB, 102.25 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:48:27.959, 95 %, 60 %, 3330 MiB, 8192 MiB, 102.88 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:48:29.038, 96 %, 62 %, 3330 MiB, 8192 MiB, 103.13 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:48:30.120, 96 %, 59 %, 3330 MiB, 8192 MiB, 102.27 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:48:31.140, 94 %, 56 %, 3330 MiB, 8192 MiB, 102.70 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:48:32.145, 97 %, 61 %, 3330 MiB, 8192 MiB, 101.97 W, 86, 1365 MHz, 7000 MHz
2026/05/28 20:48:33.194, 92 %, 58 %, 3330 MiB, 8192 MiB, 101.74 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:48:34.259, 95 %, 61 %, 3330 MiB, 8192 MiB, 102.55 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:48:35.321, 95 %, 60 %, 3330 MiB, 8192 MiB, 103.24 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:48:36.382, 94 %, 60 %, 3330 MiB, 8192 MiB, 101.66 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:48:37.445, 93 %, 59 %, 3330 MiB, 8192 MiB, 102.74 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:48:38.507, 92 %, 60 %, 3330 MiB, 8192 MiB, 102.83 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:48:39.569, 95 %, 62 %, 3330 MiB, 8192 MiB, 103.04 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:48:40.623, 95 %, 61 %, 3330 MiB, 8192 MiB, 102.39 W, 86, 1425 MHz, 7000 MHz
2026/05/28 20:48:41.715, 96 %, 60 %, 3330 MiB, 8192 MiB, 102.22 W, 86, 1500 MHz, 7000 MHz
2026/05/28 20:48:42.803, 96 %, 59 %, 3330 MiB, 8192 MiB, 83.54 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:48:43.900, 96 %, 61 %, 3330 MiB, 8192 MiB, 106.71 W, 87, 1440 MHz, 7000 MHz
2026/05/28 20:48:44.989, 97 %, 57 %, 3330 MiB, 8192 MiB, 85.32 W, 85, 1245 MHz, 7000 MHz
2026/05/28 20:48:46.078, 96 %, 59 %, 3330 MiB, 8192 MiB, 98.29 W, 86, 1455 MHz, 7000 MHz
2026/05/28 20:48:47.166, 97 %, 60 %, 3330 MiB, 8192 MiB, 97.04 W, 86, 1410 MHz, 7000 MHz
2026/05/28 20:48:48.255, 95 %, 60 %, 3330 MiB, 8192 MiB, 96.74 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:48:49.344, 97 %, 61 %, 3330 MiB, 8192 MiB, 97.19 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:48:50.440, 96 %, 55 %, 3330 MiB, 8192 MiB, 99.39 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:48:51.529, 96 %, 59 %, 3330 MiB, 8192 MiB, 98.32 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:48:52.617, 96 %, 58 %, 3330 MiB, 8192 MiB, 98.22 W, 86, 1185 MHz, 7000 MHz
2026/05/28 20:48:53.706, 97 %, 59 %, 3330 MiB, 8192 MiB, 98.56 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:48:54.798, 97 %, 59 %, 3330 MiB, 8192 MiB, 99.80 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:48:55.856, 97 %, 60 %, 3330 MiB, 8192 MiB, 99.64 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:48:54.807, 97 %, 58 %, 3330 MiB, 8192 MiB, 99.53 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:48:55.816, 97 %, 58 %, 3330 MiB, 8192 MiB, 99.49 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:48:56.821, 96 %, 59 %, 3330 MiB, 8192 MiB, 99.42 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:48:57.868, 97 %, 59 %, 3330 MiB, 8192 MiB, 99.24 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:48:58.959, 96 %, 59 %, 3330 MiB, 8192 MiB, 99.26 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:49:00.047, 97 %, 60 %, 3330 MiB, 8192 MiB, 99.31 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:49:01.136, 95 %, 58 %, 3330 MiB, 8192 MiB, 99.66 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:49:02.225, 96 %, 58 %, 3330 MiB, 8192 MiB, 99.58 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:49:03.318, 95 %, 59 %, 3330 MiB, 8192 MiB, 102.12 W, 86, 1335 MHz, 7000 MHz
2026/05/28 20:49:04.358, 97 %, 60 %, 3330 MiB, 8192 MiB, 101.56 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:49:05.365, 97 %, 60 %, 3330 MiB, 8192 MiB, 100.27 W, 86, 1350 MHz, 7000 MHz
2026/05/28 20:49:06.429, 94 %, 56 %, 3330 MiB, 8192 MiB, 99.47 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:49:07.518, 12 %, 1 %, 3330 MiB, 8192 MiB, 88.11 W, 85, 1875 MHz, 7000 MHz
2026/05/28 20:49:08.606, 97 %, 62 %, 3330 MiB, 8192 MiB, 99.05 W, 86, 1470 MHz, 7000 MHz
2026/05/28 20:49:09.696, 96 %, 62 %, 3330 MiB, 8192 MiB, 104.94 W, 86, 1305 MHz, 7000 MHz
2026/05/28 20:49:10.786, 96 %, 57 %, 3330 MiB, 8192 MiB, 104.01 W, 87, 1110 MHz, 7000 MHz
2026/05/28 20:49:11.874, 97 %, 60 %, 3330 MiB, 8192 MiB, 94.43 W, 86, 1275 MHz, 7000 MHz
2026/05/28 20:49:12.907, 96 %, 61 %, 3330 MiB, 8192 MiB, 100.57 W, 86, 1245 MHz, 7000 MHz
2026/05/28 20:49:13.915, 95 %, 61 %, 3330 MiB, 8192 MiB, 100.64 W, 86, 1215 MHz, 7000 MHz
2026/05/28 20:49:14.992, 97 %, 61 %, 3330 MiB, 8192 MiB, 100.92 W, 86, 1290 MHz, 7000 MHz
2026/05/28 20:49:16.080, 96 %, 59 %, 3330 MiB, 8192 MiB, 100.93 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:49:17.178, 97 %, 61 %, 3330 MiB, 8192 MiB, 101.07 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:49:18.267, 97 %, 61 %, 3330 MiB, 8192 MiB, 100.79 W, 86, 1320 MHz, 7000 MHz
2026/05/28 20:49:19.358, 92 %, 58 %, 3330 MiB, 8192 MiB, 100.59 W, 86, 1335 MHz, 7000 MHz
