elapsed_seconds,timestamp,index,name,gpu_util_percent,mem_util_percent,mem_used_mib,mem_total_mib,power_w,temp_c
201.227961,2026/05/30 14:12:25.143,0,NVIDIA B200,97,28,16846,183359,755.48,50
202.301092,2026/05/30 14:12:26.208,0,NVIDIA B200,96,27,16846,183359,757.78,50
203.356214,2026/05/30 14:12:27.275,0,NVIDIA B200,97,27,16846,183359,769.71,51
204.404990,2026/05/30 14:12:28.324,0,NVIDIA B200,98,26,16846,183359,779.02,50
205.466704,2026/05/30 14:12:29.387,0,NVIDIA B200,97,28,16846,183359,767.92,50
206.504234,2026/05/30 14:12:30.426,0,NVIDIA B200,96,27,16846,183359,752.18,51
207.552302,2026/05/30 14:12:31.474,0,NVIDIA B200,97,27,16846,183359,757.86,49
209.076937,2026/05/30 14:12:32.544,0,NVIDIA B200,97,27,16846,183359,757.09,49
210.181971,2026/05/30 14:12:34.049,0,NVIDIA B200,96,27,16846,183359,748.80,50
211.236624,2026/05/30 14:12:35.155,0,NVIDIA B200,97,30,16846,183359,758.62,51
212.318196,2026/05/30 14:12:36.207,0,NVIDIA B200,97,28,16846,183359,758.11,50
213.364783,2026/05/30 14:12:37.286,0,NVIDIA B200,99,29,16846,183359,750.13,51
214.420608,2026/05/30 14:12:38.340,0,NVIDIA B200,97,28,16846,183359,757.02,50
215.482208,2026/05/30 14:12:39.394,0,NVIDIA B200,99,29,16846,183359,750.30,51
216.580619,2026/05/30 14:12:40.462,0,NVIDIA B200,96,29,16846,183359,753.41,50
217.636209,2026/05/30 14:12:41.551,0,NVIDIA B200,98,27,16846,183359,775.94,51
218.693695,2026/05/30 14:12:42.605,0,NVIDIA B200,98,27,16846,183359,777.70,51
219.733209,2026/05/30 14:12:43.655,0,NVIDIA B200,98,28,16846,183359,752.64,50
220.791106,2026/05/30 14:12:44.708,0,NVIDIA B200,97,27,16846,183359,759.84,50
221.829476,2026/05/30 14:12:45.754,0,NVIDIA B200,97,28,16846,183359,749.51,50
222.909419,2026/05/30 14:12:46.829,0,NVIDIA B200,97,27,16846,183359,756.03,51
